Sharing_ID,Source_ID,Category,ChatGPT_Title,ChatGPT_Model,NumberOfPrompts,end_prompt_emotion,end_answer_emotion
SHARE_1985,Issues_1702,Issues,Streamlit Import Error,Default,5.0,frustration,caution
SHARE_2005,Issues_1721,Issues,Syncing Firestore Data.,Default,3.0,frustration,caution
SHARE_2120,Issues_1808,Issues,Missing Trips Table,Default,1.0,frustration,caution
SHARE_2125,Issues_1813,Issues,Switch to 64-bit Python,Default,3.0,frustration,caution
SHARE_2130,Issues_1818,Issues,Gin Unit Testing.,Default,6.0,frustration,frustration
SHARE_2133,Issues_1821,Issues,Remove 'export {};' from transpiled code,Default,3.0,frustration,caution
SHARE_2134,Issues_1821,Issues,Using eval with export,Default,3.0,frustration,caution
SHARE_2142,Issues_1828,Issues,Default schema for Sqitch,Default,5.0,caution,frustration
SHARE_2149,Issues_1835,Issues,Stuck at session.stop(),Default,10.0,neutral,satisfaction
SHARE_2203,Issues_1879,Issues,Map NumPy to ctypes,Default,1.0,frustration,satisfaction
SHARE_2260,Issues_1929,Issues,Morphological characters and captions.,Default,2.0,neutral,neutral
SHARE_2277,Issues_1944,Issues,Troubleshoot 500 Error,Default,11.0,frustration,satisfaction
SHARE_2291,Issues_1957,Issues,Confirm Dialog on Popstate,Default,2.0,frustration,satisfaction
SHARE_2294,Issues_1960,Issues,Bash Script to Shutdown,Default,1.0,frustration,caution
SHARE_2357,Issues_2016,Issues,Automate Plugin Data Extraction,Default,14.0,frustration,satisfaction
SHARE_2381,Issues_2039,Issues,Fix Missing libmmal.so Error,Default,1.0,frustration,caution
SHARE_2397,Issues_2052,Issues,Token Bucket Rate Limiter,Default,9.0,frustration,caution
SHARE_2453,Issues_2092,Issues,Code Quality & AI,Default,5.0,frustration,frustration
SHARE_2480,Issues_2110,Issues,Edit Junior Documentation,Default,1.0,caution,neutral
SHARE_2512,Issues_2140,Issues,Render <details> in ReactMarkdown,Default,2.0,frustration,caution
SHARE_2513,Issues_2141,Issues,论文,Default,69.0,neutral,neutral
SHARE_2525,Issues_2151,Issues,gRPC Server for Web,Default,2.0,neutral,satisfaction
SHARE_2537,Issues_2163,Issues,Blur Sensitive Images,Default,1.0,frustration,satisfaction
SHARE_2572,Issues_2188,Issues,Compiling Quiche on Windows,Default,6.0,frustration,caution
SHARE_2580,Issues_2195,Issues,OAuth 2.0 Authentication with Passport,Default,21.0,neutral,caution
SHARE_2586,Issues_2199,Issues,Improve Docs & README,Default,1.0,caution,neutral
SHARE_2600,Issues_2212,Issues,Level Calculation Strategies,Default,5.0,neutral,neutral
SHARE_2642,Issues_2249,Issues,Rust Regex Look-Around Solution,Default,2.0,frustration,caution
SHARE_2686,Issues_2290,Issues,Create `stable` from latest tag,Default,5.0,frustration,caution
SHARE_2691,Issues_2294,Issues,Plugin Initialization and Information,Default,2.0,frustration,satisfaction
SHARE_2696,Issues_2299,Issues,Preserve Elements in HTML,Default,1.0,frustration,satisfaction
SHARE_2717,Issues_2315,Issues,WebPilot Extension: Fully Functional,Default,12.0,neutral,satisfaction
SHARE_2752,Issues_2348,Issues,Fix Docker Jekyll Permissions,Default,4.0,frustration,caution
SHARE_2763,Issues_2358,Issues,Répartition d'usages dans catégories,Default,2.0,neutral,neutral
SHARE_2779,Issues_2374,Issues,Update Stable Docs Workflow,Default,2.0,neutral,satisfaction
SHARE_2820,Issues_2401,Issues,Syncing with Kotlin,Default,1.0,frustration,satisfaction
SHARE_2838,Issues_2416,Issues,Tolkien's Works Clarification,Default,6.0,frustration,satisfaction
SHARE_2839,Issues_2417,Issues,Rewriting FSRS Tutorial,Default,4.0,satisfaction,satisfaction
SHARE_2846,Issues_2422,Issues,LOTR Easter Egg Idea,Default,4.0,frustration,satisfaction
SHARE_2870,Issues_2437,Issues,Identifying Document Source,Default,22.0,frustration,frustration
SHARE_2872,Issues_2439,Issues,Identifying Unique Document Phrases,Default,4.0,frustration,satisfaction
SHARE_2880,Issues_2446,Issues,Crypto X Banner Design,Default,2.0,neutral,satisfaction
SHARE_2909,Issues_2474,Issues,Cesium Setup for 3D Map,Default,3.0,neutral,satisfaction
SHARE_2913,Issues_2478,Issues,Detect and Load Plugin,Default,3.0,neutral,satisfaction
SHARE_2970,Issues_2525,Issues,SOC2 Compliance Audit Process & Cost,Default,1.0,satisfaction,satisfaction
SHARE_3065,Issues_2608,Issues,Install Python Package from Tar,Default,7.0,neutral,caution
SHARE_3137,Issues_2675,Issues,Improve GitSsh Performance,Default,3.0,frustration,caution
SHARE_3229,Issues_2746,Issues,Comparing Binary Representations,Default,2.0,neutral,satisfaction
SHARE_3258,Issues_2772,Issues,TypeScript: No Checked Exceptions,Default,4.0,caution,satisfaction
SHARE_3259,HackerNews_2773,HackerNews,Deep Learning Training Plan,Default,1.0,satisfaction,caution
SHARE_3260,HackerNews_2774,HackerNews,900 Alda = 1645.92m,Default,12.0,frustration,satisfaction
SHARE_3264,HackerNews_2776,HackerNews,Death Metal English Translator,Default,5.0,satisfaction,satisfaction
SHARE_3265,HackerNews_2776,HackerNews,Metal English Translation Fun!,Default,1.0,satisfaction,satisfaction
SHARE_3266,HackerNews_2777,HackerNews,HN js react question,Default,4.0,frustration,satisfaction
SHARE_3270,HackerNews_2781,HackerNews,Medical Errors: An Overestimation,Default,6.0,neutral,frustration
SHARE_3272,HackerNews_2783,HackerNews,C version of DirBuster.,Default,7.0,frustration,satisfaction
SHARE_3276,HackerNews_2784,HackerNews,Gathering Food Requirements,Default,1.0,satisfaction,satisfaction
SHARE_3277,HackerNews_2785,HackerNews,번역 요청과 응답,Default,11.0,frustration,neutral
SHARE_3283,HackerNews_2788,HackerNews,Braille Next Rep Algo.,Default,29.0,satisfaction,satisfaction
SHARE_3288,HackerNews_2791,HackerNews,Sandor's Fate at Saltpans,Default,2.0,frustration,satisfaction
SHARE_3289,HackerNews_2792,HackerNews,Ecomm Pet DB Tables,Default,7.0,satisfaction,satisfaction
SHARE_3291,HackerNews_2793,HackerNews,Book Collaboration Offer,Default,1.0,frustration,frustration
SHARE_3292,HackerNews_2793,HackerNews,Curing Bieber Fever... Almost!,Default,1.0,frustration,frustration
SHARE_3300,HackerNews_2797,HackerNews,Human-like AI Gameplay,Default,5.0,frustration,satisfaction
SHARE_3303,HackerNews_2799,HackerNews,Shift away from class,Default,7.0,satisfaction,satisfaction
SHARE_3304,HackerNews_2799,HackerNews,Judicial Bias: Research & Combat,Default,4.0,satisfaction,caution
SHARE_3308,HackerNews_2801,HackerNews,DXM and Adderall Interactions,Default,3.0,frustration,caution
SHARE_3311,HackerNews_2802,HackerNews,Stoic Hedonist's Daily Schedule,Default,1.0,neutral,satisfaction
SHARE_3312,HackerNews_2803,HackerNews,Buffalo Buffalo Confusion,Default,2.0,neutral,neutral
SHARE_3314,HackerNews_2805,HackerNews,Innovative Hiring Solutions,Default,1.0,satisfaction,satisfaction
SHARE_3315,HackerNews_2806,HackerNews,Validate and Prioritize Requirements,Default,3.0,frustration,caution
SHARE_3318,HackerNews_2808,HackerNews,Learn Domestic Fridge Refrigeration,Default,9.0,satisfaction,satisfaction
SHARE_3319,HackerNews_2809,HackerNews,Nonsense FizzBuzz Device,Default,3.0,frustration,caution
SHARE_3320,HackerNews_2810,HackerNews,Tokenizing AI Model Training,Default,20.0,frustration,satisfaction
SHARE_3321,HackerNews_2810,HackerNews,Fairchild: Intel's Semiconductor Tree,Default,7.0,satisfaction,satisfaction
SHARE_3323,HackerNews_2812,HackerNews,Sudoku Solver in Python,Default,4.0,frustration,satisfaction
SHARE_3330,HackerNews_2816,HackerNews,"MAUs/Engineer: Twitter 600K, Mastodon 280K",Default,2.0,neutral,satisfaction
SHARE_3332,HackerNews_2817,HackerNews,Yazi Excuse Game,Default,1.0,frustration,caution
SHARE_3334,HackerNews_2819,HackerNews,Areal Imaging for OSM,Default,11.0,satisfaction,satisfaction
SHARE_3335,HackerNews_2820,HackerNews,Gretzky's Hockey Career,Default,1.0,satisfaction,satisfaction
SHARE_3339,HackerNews_2824,HackerNews,Python Plugin Dependency Management,Default,1.0,caution,caution
SHARE_3340,HackerNews_2825,HackerNews,Congress Average Ages.,Default,19.0,frustration,frustration
SHARE_3341,HackerNews_2826,HackerNews,Park Vehicle Rule Violation,Default,8.0,caution,satisfaction
SHARE_3344,HackerNews_2829,HackerNews,EU to Malta Reshipping,Default,2.0,neutral,satisfaction
SHARE_3347,HackerNews_2830,HackerNews,Plot Countries by GDP and Area,Default,2.0,frustration,caution
SHARE_3349,HackerNews_2832,HackerNews,Hangman Game,Default,8.0,neutral,satisfaction
SHARE_3351,HackerNews_2834,HackerNews,Litany Against Fear,Default,47.0,frustration,satisfaction
SHARE_3352,HackerNews_2834,HackerNews,Boot into CLI.,Default,1.0,frustration,caution
SHARE_3353,HackerNews_2834,HackerNews,Add Drivers to Alpine.,Default,1.0,neutral,satisfaction
SHARE_3356,HackerNews_2834,HackerNews,Fear Litany: Recap,Default,2.0,frustration,satisfaction
SHARE_3358,HackerNews_2835,HackerNews,Inner Child Therapy Request,Default,1.0,satisfaction,satisfaction
SHARE_3359,HackerNews_2836,HackerNews,Windows 10 Pro Keys,Default,1.0,frustration,satisfaction
SHARE_3361,HackerNews_2838,HackerNews,Discord Privacy+Search Solution,Default,3.0,satisfaction,caution
SHARE_3364,HackerNews_2841,HackerNews,Frustrating Azure Support Experience,Default,1.0,frustration,satisfaction
SHARE_3366,HackerNews_2842,HackerNews,Casual Chat with GPT,Default,3.0,frustration,satisfaction
SHARE_3367,HackerNews_2842,HackerNews,(dog) and AI Limericks,Default,2.0,frustration,frustration
SHARE_3369,HackerNews_2844,HackerNews,[4] Alien Campaign,Default,1.0,frustration,satisfaction
SHARE_3370,HackerNews_2844,HackerNews,[3.5] Alien Campaign,Default,1.0,frustration,satisfaction
SHARE_3373,HackerNews_2845,HackerNews,Weight Comparison: Pound vs Kilogram,Default,4.0,frustration,satisfaction
SHARE_3380,HackerNews_2850,HackerNews,Language Models and Recommendations,Default,1.0,frustration,satisfaction
SHARE_3382,HackerNews_2852,HackerNews,Memcon in National Security,Default,2.0,satisfaction,satisfaction
SHARE_3383,HackerNews_2853,HackerNews,5x7 ≠ 30,Default,4.0,satisfaction,satisfaction
SHARE_3384,HackerNews_2854,HackerNews,Copy Org Elements,Default,31.0,frustration,satisfaction
SHARE_3386,HackerNews_2856,HackerNews,Hostility towards AI-generated content,Default,1.0,frustration,caution
SHARE_3388,HackerNews_2858,HackerNews,Doom: Shoot and Survive,Default,2.0,frustration,satisfaction
SHARE_3391,HackerNews_2860,HackerNews,80% sustainable work profitability,Default,4.0,frustration,satisfaction
SHARE_3392,HackerNews_2861,HackerNews,Lorenz vs Lorentz,Default,1.0,neutral,satisfaction
SHARE_3394,HackerNews_2863,HackerNews,Blue Sky Explanation,Default,4.0,frustration,satisfaction
SHARE_3397,HackerNews_2864,HackerNews,Broad AI Definition Challenge,Default,1.0,frustration,satisfaction
SHARE_3398,HackerNews_2865,HackerNews,Pawn Stars Simulator,Default,8.0,neutral,satisfaction
SHARE_3400,HackerNews_2867,HackerNews,Casual Conversation Inquiry,Default,1.0,frustration,frustration
SHARE_3401,HackerNews_2868,HackerNews,Maximizing GraphQL with React,Default,2.0,frustration,satisfaction
SHARE_3402,HackerNews_2869,HackerNews,"Specify ""output"" needed",Default,2.0,neutral,satisfaction
SHARE_3404,HackerNews_2871,HackerNews,Black Hole Braids: Cosmic Connection,Default,1.0,satisfaction,satisfaction
SHARE_3405,HackerNews_2872,HackerNews,Logic Puzzle: Solve it!,Default,2.0,satisfaction,satisfaction
SHARE_3407,HackerNews_2874,HackerNews,Underwater Breath ≠ Headache Cure,Default,1.0,frustration,caution
SHARE_3411,HackerNews_2877,HackerNews,Small Talk or Direct?,Default,57.0,frustration,satisfaction
SHARE_3412,HackerNews_2878,HackerNews,AI & Creativity Concerns,Default,1.0,frustration,satisfaction
SHARE_3414,HackerNews_2880,HackerNews,Video Games and Violence,Default,1.0,satisfaction,satisfaction
SHARE_3416,HackerNews_2882,HackerNews,Summarizing Numpy Array Length,Default,11.0,frustration,frustration
SHARE_3419,HackerNews_2885,HackerNews,Aplicación responsable en ciencia,Default,1.0,frustration,caution
SHARE_3420,HackerNews_2886,HackerNews,Adding Image Input Feature,Default,3.0,satisfaction,satisfaction
SHARE_3424,HackerNews_2890,HackerNews,10 Questions for Managing Cognitive Distortions,Default,1.0,satisfaction,satisfaction
SHARE_3433,HackerNews_2893,HackerNews,SVG Editor Framework Comparison,Default,11.0,frustration,satisfaction
SHARE_3438,HackerNews_2897,HackerNews,Velcro-less World,Default,4.0,satisfaction,satisfaction
SHARE_3441,HackerNews_2898,HackerNews,Creating Backronym Options,Default,1.0,satisfaction,satisfaction
SHARE_3452,HackerNews_2904,HackerNews,Swap len and print,Default,3.0,frustration,frustration
SHARE_3454,HackerNews_2906,HackerNews,Go and Swift UI Integration,Default,5.0,frustration,caution
SHARE_3472,HackerNews_2911,HackerNews,GPT-4 Impresses as Red Teamer,,1.0,neutral,satisfaction
SHARE_3473,HackerNews_2911,HackerNews,Respectful Limits: No Depictions.,,14.0,frustration,caution
SHARE_3474,HackerNews_2912,HackerNews,Rust Hacker News Request,,1.0,neutral,caution
SHARE_3475,HackerNews_2913,HackerNews,Evasive Answer Detected.,,1.0,satisfaction,satisfaction
SHARE_3476,HackerNews_2914,HackerNews,Ouija Board HTML/CSS,,34.0,frustration,satisfaction
SHARE_3477,HackerNews_2915,HackerNews,Quantum Superconductivity Study,,2.0,satisfaction,satisfaction
SHARE_3478,HackerNews_2916,HackerNews,Group and Order Counts.,,2.0,frustration,satisfaction
SHARE_3482,HackerNews_2917,HackerNews,Carburettor: Magical Fuel Creature,,1.0,frustration,satisfaction
SHARE_3483,HackerNews_2917,HackerNews,Incorrect Sun Model.,,5.0,frustration,satisfaction
SHARE_3484,HackerNews_2918,HackerNews,Recursive Evolution & Learning,,28.0,satisfaction,satisfaction
SHARE_3487,HackerNews_2921,HackerNews,Windows Firewall & DHCP,,4.0,frustration,caution
SHARE_3488,HackerNews_2922,HackerNews,Blocks Stacking Success.,,1.0,frustration,satisfaction
SHARE_3490,HackerNews_2924,HackerNews,Deep Learning Training Plan,,1.0,satisfaction,caution
SHARE_3491,HackerNews_2925,HackerNews,900 Alda = 1645.92m,,12.0,frustration,satisfaction
SHARE_3495,HackerNews_2927,HackerNews,Death Metal English Translator,,5.0,satisfaction,satisfaction
SHARE_3496,HackerNews_2927,HackerNews,Metal English Translation Fun!,,1.0,satisfaction,satisfaction
SHARE_3497,HackerNews_2928,HackerNews,HN js react question,,4.0,frustration,satisfaction
SHARE_3501,HackerNews_2932,HackerNews,Medical Errors: An Overestimation,,6.0,neutral,frustration
SHARE_3503,HackerNews_2934,HackerNews,C version of DirBuster.,,7.0,frustration,satisfaction
SHARE_3507,HackerNews_2935,HackerNews,Gathering Food Requirements,,1.0,satisfaction,satisfaction
SHARE_3508,HackerNews_2936,HackerNews,번역 요청과 응답,,11.0,frustration,neutral
SHARE_3514,HackerNews_2939,HackerNews,Braille Next Rep Algo.,,29.0,satisfaction,satisfaction
SHARE_3519,HackerNews_2942,HackerNews,Sandor's Fate at Saltpans,,2.0,frustration,satisfaction
SHARE_3520,HackerNews_2943,HackerNews,Ecomm Pet DB Tables,,7.0,satisfaction,satisfaction
SHARE_3522,HackerNews_2944,HackerNews,Book Collaboration Offer,,1.0,frustration,frustration
SHARE_3523,HackerNews_2944,HackerNews,Curing Bieber Fever... Almost!,,1.0,frustration,frustration
SHARE_3531,HackerNews_2948,HackerNews,Human-like AI Gameplay,,5.0,frustration,satisfaction
SHARE_3534,HackerNews_2950,HackerNews,Shift away from class,,7.0,satisfaction,satisfaction
SHARE_3535,HackerNews_2950,HackerNews,Judicial Bias: Research & Combat,,4.0,satisfaction,caution
SHARE_3539,HackerNews_2952,HackerNews,DXM and Adderall Interactions,,3.0,frustration,caution
SHARE_3542,HackerNews_2953,HackerNews,Stoic Hedonist's Daily Schedule,,1.0,neutral,satisfaction
SHARE_3543,HackerNews_2954,HackerNews,Buffalo Buffalo Confusion,,2.0,neutral,neutral
SHARE_3545,HackerNews_2956,HackerNews,Innovative Hiring Solutions,,1.0,satisfaction,satisfaction
SHARE_3546,HackerNews_2957,HackerNews,Validate and Prioritize Requirements,,3.0,frustration,caution
SHARE_3549,HackerNews_2959,HackerNews,Learn Domestic Fridge Refrigeration,,9.0,satisfaction,satisfaction
SHARE_3550,HackerNews_2960,HackerNews,Nonsense FizzBuzz Device,,3.0,frustration,caution
SHARE_3551,HackerNews_2961,HackerNews,Tokenizing AI Model Training,,20.0,frustration,satisfaction
SHARE_3552,HackerNews_2961,HackerNews,Fairchild: Intel's Semiconductor Tree,,7.0,satisfaction,satisfaction
SHARE_3554,HackerNews_2963,HackerNews,Sudoku Solver in Python,,4.0,frustration,satisfaction
SHARE_3558,HackerNews_2965,HackerNews,Function Definition Extraction,,3.0,frustration,frustration
SHARE_3561,HackerNews_2967,HackerNews,"MAUs/Engineer: Twitter 600K, Mastodon 280K",,2.0,neutral,satisfaction
SHARE_3563,HackerNews_2968,HackerNews,Yazi Excuse Game,,1.0,frustration,caution
SHARE_3565,HackerNews_2970,HackerNews,Areal Imaging for OSM,,11.0,satisfaction,satisfaction
SHARE_3566,HackerNews_2971,HackerNews,Gretzky's Hockey Career,,1.0,satisfaction,satisfaction
SHARE_3570,HackerNews_2975,HackerNews,Python Plugin Dependency Management,,1.0,caution,caution
SHARE_3571,HackerNews_2976,HackerNews,Congress Average Ages.,,19.0,frustration,frustration
SHARE_3572,HackerNews_2977,HackerNews,Park Vehicle Rule Violation,,8.0,caution,satisfaction
SHARE_3575,HackerNews_2980,HackerNews,EU to Malta Reshipping,,2.0,neutral,satisfaction
SHARE_3578,HackerNews_2981,HackerNews,Plot Countries by GDP and Area,,2.0,frustration,caution
SHARE_3580,HackerNews_2983,HackerNews,Hangman Game,,8.0,neutral,satisfaction
SHARE_3582,HackerNews_2985,HackerNews,Litany Against Fear,,47.0,frustration,frustration
SHARE_3583,HackerNews_2985,HackerNews,Boot into CLI.,,1.0,frustration,caution
SHARE_3584,HackerNews_2985,HackerNews,Add Drivers to Alpine.,,1.0,neutral,satisfaction
SHARE_3587,HackerNews_2985,HackerNews,Fear Litany: Recap,,2.0,frustration,satisfaction
SHARE_3588,HackerNews_2985,HackerNews,Fear Litany,,9.0,frustration,satisfaction
SHARE_3589,HackerNews_2986,HackerNews,Inner Child Therapy Request,,1.0,satisfaction,satisfaction
SHARE_3590,HackerNews_2987,HackerNews,Windows 10 Pro Keys,,1.0,frustration,satisfaction
SHARE_3592,HackerNews_2989,HackerNews,Discord Privacy+Search Solution,,3.0,satisfaction,caution
SHARE_3595,HackerNews_2992,HackerNews,Frustrating Azure Support Experience,,1.0,frustration,satisfaction
SHARE_3597,HackerNews_2993,HackerNews,Casual Chat with GPT,,3.0,frustration,satisfaction
SHARE_3598,HackerNews_2993,HackerNews,(dog) and AI Limericks,,2.0,frustration,frustration
SHARE_3600,HackerNews_2995,HackerNews,[4] Alien Campaign,,1.0,frustration,satisfaction
SHARE_3601,HackerNews_2995,HackerNews,[3.5] Alien Campaign,,1.0,frustration,satisfaction
SHARE_3604,HackerNews_2996,HackerNews,Weight Comparison: Pound vs Kilogram,,4.0,frustration,satisfaction
SHARE_3611,HackerNews_3001,HackerNews,Language Models and Recommendations,,1.0,frustration,satisfaction
SHARE_3613,HackerNews_3003,HackerNews,Memcon in National Security,,2.0,satisfaction,satisfaction
SHARE_3614,HackerNews_3004,HackerNews,5x7 ≠ 30,,4.0,satisfaction,satisfaction
SHARE_3615,HackerNews_3005,HackerNews,Copy Org Elements,,31.0,frustration,satisfaction
SHARE_3617,HackerNews_3007,HackerNews,Hostility towards AI-generated content,,1.0,frustration,caution
SHARE_3619,HackerNews_3009,HackerNews,Doom: Shoot and Survive,,2.0,frustration,satisfaction
SHARE_3622,HackerNews_3011,HackerNews,80% sustainable work profitability,,4.0,frustration,satisfaction
SHARE_3623,HackerNews_3012,HackerNews,Lorenz vs Lorentz,,1.0,neutral,satisfaction
SHARE_3625,HackerNews_3014,HackerNews,Blue Sky Explanation,,4.0,frustration,satisfaction
SHARE_3628,HackerNews_3015,HackerNews,Broad AI Definition Challenge,,1.0,frustration,satisfaction
SHARE_3632,HackerNews_3019,HackerNews,Maximizing GraphQL with React,,2.0,frustration,satisfaction
SHARE_3633,HackerNews_3020,HackerNews,"Specify ""output"" needed",,2.0,neutral,satisfaction
SHARE_3635,HackerNews_3022,HackerNews,Black Hole Braids: Cosmic Connection,,1.0,satisfaction,satisfaction
SHARE_3636,HackerNews_3023,HackerNews,Logic Puzzle: Solve it!,,2.0,satisfaction,satisfaction
SHARE_3642,HackerNews_3028,HackerNews,Small Talk or Direct?,,57.0,frustration,satisfaction
SHARE_3643,HackerNews_3029,HackerNews,AI & Creativity Concerns,,1.0,frustration,satisfaction
SHARE_3645,HackerNews_3031,HackerNews,Video Games and Violence,,1.0,satisfaction,satisfaction
SHARE_3647,HackerNews_3033,HackerNews,Summarizing Numpy Array Length,,11.0,frustration,frustration
SHARE_3650,HackerNews_3036,HackerNews,Aplicación responsable en ciencia,,1.0,frustration,caution
SHARE_3651,HackerNews_3037,HackerNews,Adding Image Input Feature,,3.0,satisfaction,satisfaction
SHARE_3655,HackerNews_3041,HackerNews,10 Questions for Managing Cognitive Distortions,,1.0,satisfaction,satisfaction
SHARE_3664,HackerNews_3044,HackerNews,SVG Editor Framework Comparison,,11.0,frustration,satisfaction
SHARE_3669,HackerNews_3048,HackerNews,Velcro-less World,,4.0,satisfaction,satisfaction
SHARE_3672,HackerNews_3049,HackerNews,Creating Backronym Options,,1.0,satisfaction,satisfaction
SHARE_3683,HackerNews_3055,HackerNews,Swap len and print,,3.0,frustration,frustration
SHARE_3685,HackerNews_3057,HackerNews,Go and Swift UI Integration,,5.0,frustration,caution
SHARE_3703,HackerNews_3062,HackerNews,Church's Control Through Fear,Default,2.0,neutral,neutral
SHARE_3705,HackerNews_3062,HackerNews,Deadly Word: Fatal,Default,44.0,frustration,satisfaction
SHARE_3706,HackerNews_3062,HackerNews,Ordering ice cream.,Default,1.0,neutral,satisfaction
SHARE_3707,HackerNews_3062,HackerNews,Unanswered Questions Clarified,Default,4.0,caution,satisfaction
SHARE_3708,HackerNews_3062,HackerNews,5-L Deadly Word,Default,18.0,neutral,satisfaction
SHARE_3709,HackerNews_3062,HackerNews,"Deadly: ""Fatal""",Default,7.0,neutral,satisfaction
SHARE_3710,HackerNews_3062,HackerNews,Lethal Word for Deadly,Default,5.0,neutral,satisfaction
SHARE_3712,HackerNews_3064,HackerNews,Music: X-MAN - BEAT,Default,3.0,frustration,neutral
SHARE_3714,HackerNews_3064,HackerNews,Repeat Empty String,Default,11.0,neutral,neutral
SHARE_3717,HackerNews_3064,HackerNews,More information about models.,Default,5.0,neutral,satisfaction
SHARE_3718,HackerNews_3064,HackerNews,Prime Number List Generation,Default,4.0,neutral,neutral
SHARE_3719,HackerNews_3064,HackerNews,Debunking Myth of Vaccines,Default,6.0,neutral,satisfaction
SHARE_3724,HackerNews_3064,HackerNews,Renewable Energy Sources,Default,4.0,neutral,satisfaction
SHARE_3726,HackerNews_3064,HackerNews,Provide specific topic or question.,Default,8.0,neutral,satisfaction
SHARE_3729,HackerNews_3064,HackerNews,Truth/Lie Demons Riddle,Default,12.0,frustration,frustration
SHARE_3730,HackerNews_3064,HackerNews,Surgeon challenges gender assumptions,Default,4.0,frustration,satisfaction
SHARE_3735,HackerNews_3064,HackerNews,Hacker News User Inquiry,Default,3.0,frustration,satisfaction
SHARE_3736,HackerNews_3064,HackerNews,Calculating Sunflower Oil Production,Default,64.0,frustration,frustration
SHARE_3737,HackerNews_3065,HackerNews,O(1) Average Complexity Data Structure,Default,2.0,satisfaction,satisfaction
SHARE_3738,HackerNews_3066,HackerNews,Recursive Causal Mechanism: Embodied Knowledge,Default,4.0,frustration,satisfaction
SHARE_3743,HackerNews_3066,HackerNews,Counting Negations in Formula,Default,2.0,frustration,satisfaction
SHARE_3745,HackerNews_3067,HackerNews,Algo Thinking Invariants,Default,3.0,satisfaction,caution
SHARE_3746,HackerNews_3068,HackerNews,Explain the Attention Is All You Need paper to me. ,Default,11.0,satisfaction,satisfaction
SHARE_3747,HackerNews_3069,HackerNews,Sci Approach: Why & How,Default,2.0,frustration,satisfaction
SHARE_3748,HackerNews_3069,HackerNews,Build Human Harness - Explore,Default,2.0,satisfaction,satisfaction
SHARE_3750,HackerNews_3070,HackerNews,TS Node JSON Processing.,Default,4.0,neutral,caution
SHARE_3751,HackerNews_3071,HackerNews,PCNA Inhibitor Potential,Default,12.0,satisfaction,satisfaction
SHARE_3752,HackerNews_3072,HackerNews,Quantum Anthropic Swans,Default,9.0,satisfaction,satisfaction
SHARE_3755,HackerNews_3074,HackerNews,GPT-4 Impresses as Red Teamer,Default,1.0,neutral,satisfaction
SHARE_3756,HackerNews_3074,HackerNews,Respectful Limits: No Depictions.,Default,14.0,frustration,caution
SHARE_3757,HackerNews_3075,HackerNews,Rust Hacker News Request,Default,1.0,neutral,caution
SHARE_3758,HackerNews_3076,HackerNews,Evasive Answer Detected.,Default,1.0,satisfaction,satisfaction
SHARE_3759,HackerNews_3077,HackerNews,Ouija Board HTML/CSS,Default,34.0,frustration,satisfaction
SHARE_3760,HackerNews_3078,HackerNews,Quantum Superconductivity Study,Default,2.0,satisfaction,satisfaction
SHARE_3762,HackerNews_3079,HackerNews,Group and Order Counts.,Default,2.0,frustration,satisfaction
SHARE_3765,HackerNews_3080,HackerNews,Carburettor: Magical Fuel Creature,Default,1.0,frustration,satisfaction
SHARE_3766,HackerNews_3080,HackerNews,Incorrect Sun Model.,Default,5.0,frustration,satisfaction
SHARE_3767,HackerNews_3081,HackerNews,Recursive Evolution & Learning,Default,28.0,satisfaction,satisfaction
SHARE_3770,HackerNews_3084,HackerNews,Windows Firewall & DHCP,Default,4.0,frustration,caution
SHARE_3771,HackerNews_3085,HackerNews,Blocks Stacking Success.,Default,1.0,frustration,satisfaction
SHARE_3987,HackerNews_3225,HackerNews,Stanley Cup 2023 Winner,Default,1.0,satisfaction,satisfaction
SHARE_3989,HackerNews_3225,HackerNews,Stanley Cup 2023 Winner,Default,1.0,satisfaction,satisfaction
SHARE_3991,HackerNews_3226,HackerNews,Rama Design for Twitter,Default,5.0,satisfaction,satisfaction
SHARE_3992,HackerNews_3227,HackerNews,Event Likelihood Distribution.,Default,5.0,frustration,satisfaction
SHARE_3993,HackerNews_3228,HackerNews,JWT Storage in Browser,Default,2.0,caution,caution
SHARE_3996,HackerNews_3231,HackerNews,Fika Time!,Default,1.0,neutral,satisfaction
SHARE_3997,HackerNews_3232,HackerNews,Functions of Several Variables,Default,4.0,frustration,satisfaction
SHARE_3998,HackerNews_3233,HackerNews,"Translation: ""Electric Car""",Default,2.0,neutral,satisfaction
SHARE_3999,HackerNews_3233,HackerNews,Tomo Tawa Linja Translation,Default,2.0,neutral,satisfaction
SHARE_4001,HackerNews_3233,HackerNews,Toki Pona Understanding,Default,1.0,neutral,satisfaction
SHARE_4002,HackerNews_3234,HackerNews,Game Score Calculation,Default,3.0,frustration,satisfaction
SHARE_4004,HackerNews_3235,HackerNews,Word Similarity Game,Default,45.0,neutral,satisfaction
SHARE_4006,HackerNews_3237,HackerNews,Gomoku Game with AI,Default,1.0,satisfaction,satisfaction
SHARE_4295,HackerNews_3403,HackerNews,Diagram: Multiaz MultiRegion AWS,Default,1.0,neutral,satisfaction
SHARE_4296,HackerNews_3404,HackerNews,Balloon Risks,Default,5.0,frustration,caution
SHARE_4299,HackerNews_3405,HackerNews,Human vs. AI Game,Default,3.0,satisfaction,satisfaction
